code,description,phenotype,terminology
11530004,Brittle diabetes mellitus (disorder),diabetes,snomed
48951005,Bullous disease due to diabetes mellitus (disorder),diabetes,snomed
768793002,Cataract of left eye due to diabetes mellitus (disorder),diabetes,snomed
768792007,Cataract of right eye due to diabetes mellitus (disorder),diabetes,snomed
200687002,Cellulitis of foot due to diabetes mellitus (disorder),diabetes,snomed
193184006,Chronic painful neuropathy due to diabetes mellitus (disorder),diabetes,snomed
230575000,Chronic painful polyneuropathy due to diabetes mellitus (disorder),diabetes,snomed
236500003,Proteinuric nephropathy due to diabetes mellitus (disorder),diabetes,snomed
312911008,Clinically significant macular edema (disorder),diabetes,snomed
769222008,Clinically significant macular edema of left eye due to diabetes mellitus (disorder),diabetes,snomed
769221001,Clinically significant macular edema of right eye due to diabetes mellitus (disorder),diabetes,snomed
770097006,Clinically significant macular edema due to diabetes mellitus (disorder),diabetes,snomed
420662003,Coma due to diabetes mellitus (disorder),diabetes,snomed
306471000000103,Dose adjustment for normal eating diabetes structured education programme completed (situation),diabetes,snomed
306501000000105,Diabetes education and self management for ongoing and newly diagnosed structured programme completed (situation),diabetes,snomed
230572002,Neuropathy due to diabetes mellitus (disorder),diabetes,snomed
658011000000104,Diabetes mellitus with other specified manifestation (disorder),diabetes,snomed
422275004,Gangrene due to diabetes mellitus (disorder),diabetes,snomed
532411000000102,Diabetes mellitus adult onset with no mention of complication (disorder),diabetes,snomed
276560009,Diabetes mellitus in neonate small for gestational age (disorder),diabetes,snomed
703136005,Diabetes mellitus in remission (disorder),diabetes,snomed
315287002,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction (procedure),diabetes,snomed
268519009,Diabetic - poor control (finding),diabetes,snomed
422126006,Hyperosmolar coma due to diabetes mellitus (disorder),diabetes,snomed
26298008,Ketoacidotic coma due to diabetes mellitus (disorder),diabetes,snomed
111552007,Diabetes mellitus without complication (disorder),diabetes,snomed
49455004,Polyneuropathy due to diabetes mellitus (disorder),diabetes,snomed
421365002,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder),diabetes,snomed
190330002,Hyperosmolar coma due to type 1 diabetes mellitus (disorder),diabetes,snomed
185756006,Diabetes monitoring first letter (procedure),diabetes,snomed
310425007,Diabetes monitoring invitation (procedure),diabetes,snomed
705072004,Diabetes monitoring invitation by short message service text messaging (procedure),diabetes,snomed
1083111000000108,Diabetes monitoring invitation email (procedure),diabetes,snomed
185757002,Diabetes monitoring second letter (procedure),diabetes,snomed
1066911000000100,Diabetes monitoring short message service text message first invitation (procedure),diabetes,snomed
1066921000000106,Diabetes monitoring short message service text message second invitation (procedure),diabetes,snomed
1066931000000108,Diabetes monitoring short message service text message third invitation (procedure),diabetes,snomed
185760009,Diabetes monitoring telephone invite (procedure),diabetes,snomed
185758007,Diabetes monitoring third letter (procedure),diabetes,snomed
185759004,Diabetes monitoring verbal invite (procedure),diabetes,snomed
315051004,Diabetes resolved (finding),diabetes,snomed
755491000000100,Diabetes structured education programme completed (situation),diabetes,snomed
306591000000103,Diabetes structured education programme declined (situation),diabetes,snomed
885931000000100,Diabetes structured education programme not available (situation),diabetes,snomed
1103691000000102,Diabetes structured education programme offered (situation),diabetes,snomed
237619009,Maternally inherited diabetes and deafness (disorder),diabetes,snomed
170763003,Diabetic - good control (finding),diabetes,snomed
39058009,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),diabetes,snomed
43959009,Cataract of eye due to diabetes mellitus (disorder),diabetes,snomed
201724008,Neuropathic arthropathy due to diabetes mellitus (disorder),diabetes,snomed
201723002,Cheiroarthropathy due to diabetes mellitus (disorder),diabetes,snomed
238982009,Dermopathy due to diabetes mellitus (disorder),diabetes,snomed
429729007,Diabetic education completed (situation),diabetes,snomed
280137006,Diabetic foot (disorder),diabetes,snomed
401191002,Diabetic foot examination (regime/therapy),diabetes,snomed
412752009,Diabetic foot examination declined (situation),diabetes,snomed
408397002,Diabetic foot examination not indicated (situation),diabetes,snomed
394683006,Diabetic foot risk assessment (procedure),diabetes,snomed
367011000000100,Diabetic foot screen (regime/therapy),diabetes,snomed
371087003,Ulcer of foot due to diabetes mellitus (disorder),diabetes,snomed
309426007,Glomerulopathy due to diabetes mellitus (disorder),diabetes,snomed
707221002,Glomerulosclerosis of kidney due to diabetes mellitus (disorder),diabetes,snomed
310505005,Hyperosmolar non-ketotic state due to diabetes mellitus (disorder),diabetes,snomed
193489006,Iritis due to diabetes mellitus (disorder),diabetes,snomed
111556005,Ketoacidosis without coma due to diabetes mellitus (disorder),diabetes,snomed
312912001,Macular edema due to diabetes mellitus (disorder),diabetes,snomed
399864000,Macular edema not clinically significant due to diabetes mellitus (disorder),diabetes,snomed
769218003,Macular edema of left eye due to diabetes mellitus (disorder),diabetes,snomed
769217008,Macular edema of right eye due to diabetes mellitus (disorder),diabetes,snomed
232020009,Disorder of macula due to diabetes mellitus (disorder),diabetes,snomed
860712005,Disorder of macula of bilateral eyes due to diabetes mellitus present (situation),diabetes,snomed
769245002,Disorder of left macula due to diabetes mellitus (disorder),diabetes,snomed
769244003,Disorder of right macula due to diabetes mellitus (disorder),diabetes,snomed
724136006,Mastopathy due to diabetes mellitus (disorder),diabetes,snomed
126534007,Mixed sensorimotor polyneuropathy due to diabetes mellitus (disorder),diabetes,snomed
193141005,Mononeuritis multiplex due to diabetes mellitus (disorder),diabetes,snomed
230577008,Mononeuropathy due to diabetes mellitus (disorder),diabetes,snomed
